route,weather,hour,day_of_week,delay_minutes
Route 46 (CBD-Kikuyu),cloudy,5.0,Sunday,8.7
Route 9 (CBD-Karen),sunny,17.0,Friday,18.2
Route 33 (CBD-Umoja),heavy_rain,11.0,Thursday,24.4
Route 9 (CBD-Karen),light_rain,6.0,Thursday,16.1
Route 9 (CBD-Karen),cloudy,15.0,Friday,7.1
Route 111 (CBD-Rongai),heavy_rain,16.0,Monday,48.2
Route 111 (CBD-Rongai),light_rain,18.0,Tuesday,41.7
Route 46 (CBD-Kikuyu),cloudy,18.0,Monday,29.0
Route 111 (CBD-Rongai),sunny,8.0,Friday,
Route 33 (CBD-Umoja),sunny,12.0,Thursday,17.6
Route 9 (CBD-Karen),sunny,22.0,Monday,18.7
Route 58 (CBD-Westlands),heavy_rain,,Saturday,32.1
Route 46 (CBD-Kikuyu),heavy_rain,19.0,Sunday,46.1
Route 9 (CBD-Karen),heavy_rain,9.0,Saturday,31.5
Route 33 (CBD-Umoja),light_rain,18.0,Saturday,20.8
Route 9 (CBD-Karen),heavy_rain,5.0,Thursday,17.2
Route 9 (CBD-Karen),heavy_rain,8.0,Friday,33.3
Route 33 (CBD-Umoja),cloudy,16.0,Thursday,6.3
Route 111 (CBD-Rongai),light_rain,21.0,Sunday,28.1
Route 111 (CBD-Rongai),light_rain,8.0,Thursday,43.1
Route 46 (CBD-Kikuyu),heavy_rain,20.0,Tuesday,25.3
Route 33 (CBD-Umoja),heavy_rain,20.0,Wednesday,19.1
Route 111 (CBD-Rongai),cloudy,16.0,Sunday,22.1
Route 9 (CBD-Karen),light_rain,11.0,Friday,15.3
Route 111 (CBD-Rongai),sunny,10.0,Wednesday,20.9
Route 58 (CBD-Westlands),sunny,17.0,Wednesday,23.4
Route 111 (CBD-Rongai),sunny,7.0,Friday,29.4
Route 9 (CBD-Karen),cloudy,6.0,Tuesday,10.9
Route 46 (CBD-Kikuyu),cloudy,6.0,Wednesday,11.9
Route 111 (CBD-Rongai),light_rain,12.0,Tuesday,24.3
Route 58 (CBD-Westlands),sunny,9.0,Friday,24.8
Route 9 (CBD-Karen),heavy_rain,21.0,Monday,24.1
Route 46 (CBD-Kikuyu),cloudy,14.0,Saturday,12.2
Route 58 (CBD-Westlands),cloudy,9.0,Friday,22.7
Route 111 (CBD-Rongai),light_rain,5.0,Sunday,23.6
Route 111 (CBD-Rongai),light_rain,6.0,Wednesday,33.0
Route 111 (CBD-Rongai),sunny,19.0,Wednesday,26.7
Route 58 (CBD-Westlands),light_rain,15.0,Tuesday,13.8
Route 33 (CBD-Umoja),,20.0,Wednesday,15.8
Route 111 (CBD-Rongai),cloudy,6.0,Friday,20.8
Route 111 (CBD-Rongai),light_rain,19.0,Saturday,34.9
Route 9 (CBD-Karen),cloudy,11.0,Friday,18.4
Route 111 (CBD-Rongai),sunny,,Friday,17.9
Route 9 (CBD-Karen),cloudy,13.0,Wednesday,13.2
Route 33 (CBD-Umoja),light_rain,9.0,Sunday,14.1
Route 46 (CBD-Kikuyu),cloudy,16.0,Wednesday,15.9
Route 33 (CBD-Umoja),sunny,21.0,Sunday,6.4
Route 111 (CBD-Rongai),sunny,11.0,Tuesday,11.8
Route 9 (CBD-Karen),heavy_rain,15.0,Tuesday,24.8
Route 33 (CBD-Umoja),sunny,7.0,Wednesday,18.4
Route 111 (CBD-Rongai),light_rain,17.0,Monday,39.0
Route 9 (CBD-Karen),cloudy,17.0,Tuesday,26.1
Route 9 (CBD-Karen),heavy_rain,10.0,Monday,25.3
Route 9 (CBD-Karen),light_rain,17.0,Friday,31.9
Route 46 (CBD-Kikuyu),light_rain,5.0,Thursday,18.4
Route 9 (CBD-Karen),cloudy,13.0,Thursday,12.5
Route 46 (CBD-Kikuyu),light_rain,13.0,Thursday,22.7
Route 33 (CBD-Umoja),cloudy,21.0,Sunday,1.3
Route 9 (CBD-Karen),sunny,17.0,Tuesday,23.8
Route 33 (CBD-Umoja),cloudy,5.0,Tuesday,18.9
Route 111 (CBD-Rongai),,17.0,Friday,27.9
Route 33 (CBD-Umoja),light_rain,13.0,Monday,14.8
Route 9 (CBD-Karen),sunny,9.0,Friday,20.3
Route 33 (CBD-Umoja),light_rain,18.0,Saturday,15.9
Route 46 (CBD-Kikuyu),sunny,16.0,Saturday,2.7
Route 9 (CBD-Karen),cloudy,14.0,Friday,9.2
Route 33 (CBD-Umoja),sunny,14.0,Tuesday,2.4
Route 33 (CBD-Umoja),,8.0,Wednesday,29.6
Route 9 (CBD-Karen),heavy_rain,11.0,Friday,23.5
Route 58 (CBD-Westlands),sunny,8.0,Sunday,16.6
Route 9 (CBD-Karen),sunny,9.0,Monday,23.6
Route 9 (CBD-Karen),heavy_rain,21.0,Friday,19.5
Route 9 (CBD-Karen),sunny,22.0,Tuesday,6.9
Route 58 (CBD-Westlands),heavy_rain,19.0,Saturday,35.1
Route 111 (CBD-Rongai),light_rain,13.0,Saturday,28.9
Route 9 (CBD-Karen),cloudy,9.0,Saturday,20.0
Route 33 (CBD-Umoja),cloudy,6.0,Friday,10.6
Route 111 (CBD-Rongai),cloudy,12.0,Wednesday,21.9
Route 33 (CBD-Umoja),cloudy,9.0,Saturday,17.2
Route 111 (CBD-Rongai),heavy_rain,7.0,Saturday,
Route 58 (CBD-Westlands),light_rain,12.0,Sunday,11.1
Route 46 (CBD-Kikuyu),,19.0,Sunday,39.8
Route 9 (CBD-Karen),cloudy,11.0,Saturday,3.7
Route 46 (CBD-Kikuyu),heavy_rain,18.0,Saturday,39.9
Route 46 (CBD-Kikuyu),heavy_rain,20.0,Sunday,27.7
Route 58 (CBD-Westlands),light_rain,6.0,Monday,
Route 9 (CBD-Karen),sunny,5.0,Saturday,5.8
Route 111 (CBD-Rongai),cloudy,14.0,Sunday,12.0
Route 58 (CBD-Westlands),heavy_rain,16.0,Wednesday,28.3
Route 46 (CBD-Kikuyu),cloudy,10.0,Thursday,18.9
Route 58 (CBD-Westlands),light_rain,10.0,Tuesday,25.9
Route 46 (CBD-Kikuyu),cloudy,17.0,Saturday,20.4
Route 111 (CBD-Rongai),heavy_rain,21.0,Monday,36.9
Route 9 (CBD-Karen),cloudy,12.0,Wednesday,15.3
Route 33 (CBD-Umoja),light_rain,12.0,Monday,7.3
Route 46 (CBD-Kikuyu),cloudy,7.0,Saturday,21.1
Route 33 (CBD-Umoja),light_rain,5.0,Sunday,7.8
Route 111 (CBD-Rongai),heavy_rain,16.0,Monday,42.9
Route 9 (CBD-Karen),light_rain,17.0,Tuesday,28.8
Route 111 (CBD-Rongai),cloudy,,Tuesday,28.9
Route 46 (CBD-Kikuyu),light_rain,7.0,Friday,31.3
Route 9 (CBD-Karen),light_rain,10.0,Tuesday,15.9
Route 58 (CBD-Westlands),cloudy,6.0,Saturday,11.0
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Saturday,30.0
Route 33 (CBD-Umoja),sunny,18.0,Thursday,19.7
Route 111 (CBD-Rongai),cloudy,17.0,Sunday,31.0
Route 9 (CBD-Karen),sunny,13.0,Monday,11.6
Route 58 (CBD-Westlands),cloudy,12.0,Wednesday,16.2
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Saturday,23.3
Route 58 (CBD-Westlands),sunny,9.0,Friday,22.2
Route 46 (CBD-Kikuyu),cloudy,16.0,Sunday,14.7
Route 9 (CBD-Karen),cloudy,8.0,Monday,24.9
Route 46 (CBD-Kikuyu),heavy_rain,12.0,Sunday,26.8
Route 33 (CBD-Umoja),light_rain,11.0,Tuesday,
Route 46 (CBD-Kikuyu),heavy_rain,10.0,Tuesday,31.3
Route 46 (CBD-Kikuyu),light_rain,5.0,Monday,24.5
Route 33 (CBD-Umoja),cloudy,18.0,Wednesday,23.7
Route 33 (CBD-Umoja),sunny,9.0,Monday,16.4
Route 33 (CBD-Umoja),sunny,19.0,Monday,21.6
Route 111 (CBD-Rongai),heavy_rain,22.0,Thursday,43.7
Route 33 (CBD-Umoja),light_rain,,Sunday,8.3
Route 33 (CBD-Umoja),light_rain,11.0,Saturday,8.0
Route 58 (CBD-Westlands),light_rain,14.0,Tuesday,22.2
Route 33 (CBD-Umoja),sunny,14.0,Sunday,5.3
Route 33 (CBD-Umoja),cloudy,8.0,Tuesday,28.7
Route 46 (CBD-Kikuyu),light_rain,9.0,Monday,29.0
Route 58 (CBD-Westlands),cloudy,16.0,Thursday,16.5
Route 33 (CBD-Umoja),heavy_rain,17.0,Sunday,23.1
Route 46 (CBD-Kikuyu),heavy_rain,22.0,Sunday,26.1
Route 111 (CBD-Rongai),light_rain,7.0,Tuesday,38.8
Route 58 (CBD-Westlands),sunny,22.0,Friday,12.5
Route 58 (CBD-Westlands),sunny,13.0,Friday,23.7
Route 46 (CBD-Kikuyu),light_rain,15.0,Wednesday,21.7
Route 33 (CBD-Umoja),heavy_rain,12.0,Wednesday,14.7
Route 111 (CBD-Rongai),heavy_rain,14.0,Saturday,40.3
Route 33 (CBD-Umoja),light_rain,20.0,Sunday,0.5
Route 46 (CBD-Kikuyu),sunny,22.0,Saturday,9.6
Route 33 (CBD-Umoja),light_rain,13.0,Sunday,8.9
Route 58 (CBD-Westlands),heavy_rain,7.0,Saturday,38.0
Route 58 (CBD-Westlands),,18.0,Thursday,33.1
Route 33 (CBD-Umoja),light_rain,11.0,Thursday,10.8
Route 9 (CBD-Karen),light_rain,16.0,Saturday,11.4
Route 9 (CBD-Karen),sunny,19.0,Sunday,12.9
Route 111 (CBD-Rongai),heavy_rain,19.0,Saturday,44.7
Route 46 (CBD-Kikuyu),cloudy,9.0,Sunday,24.0
Route 111 (CBD-Rongai),,5.0,Wednesday,16.5
Route 33 (CBD-Umoja),sunny,10.0,Wednesday,6.3
Route 111 (CBD-Rongai),sunny,,Monday,14.0
Route 9 (CBD-Karen),heavy_rain,18.0,Thursday,36.2
Route 58 (CBD-Westlands),heavy_rain,9.0,Sunday,42.0
Route 33 (CBD-Umoja),light_rain,22.0,Thursday,
Route 33 (CBD-Umoja),,19.0,Sunday,17.8
Route 33 (CBD-Umoja),light_rain,,Tuesday,12.3
Route 9 (CBD-Karen),heavy_rain,18.0,Sunday,30.1
Route 9 (CBD-Karen),sunny,11.0,Saturday,6.9
Route 46 (CBD-Kikuyu),sunny,19.0,Thursday,22.2
Route 46 (CBD-Kikuyu),cloudy,13.0,Thursday,16.0
Route 9 (CBD-Karen),sunny,8.0,Saturday,17.5
Route 9 (CBD-Karen),cloudy,9.0,Tuesday,26.2
Route 111 (CBD-Rongai),light_rain,8.0,Friday,31.0
Route 33 (CBD-Umoja),heavy_rain,6.0,Monday,17.7
Route 9 (CBD-Karen),cloudy,9.0,Wednesday,22.9
Route 33 (CBD-Umoja),light_rain,11.0,Thursday,9.1
Route 58 (CBD-Westlands),cloudy,8.0,Monday,31.3
Route 33 (CBD-Umoja),sunny,9.0,Monday,15.5
Route 111 (CBD-Rongai),,6.0,Sunday,17.4
Route 9 (CBD-Karen),light_rain,10.0,Saturday,14.2
Route 58 (CBD-Westlands),light_rain,11.0,Friday,16.8
Route 33 (CBD-Umoja),sunny,18.0,Monday,10.6
Route 46 (CBD-Kikuyu),light_rain,13.0,Saturday,16.7
Route 9 (CBD-Karen),light_rain,15.0,Tuesday,20.1
Route 46 (CBD-Kikuyu),cloudy,17.0,Friday,25.5
Route 46 (CBD-Kikuyu),sunny,13.0,Sunday,6.6
Route 33 (CBD-Umoja),cloudy,11.0,Tuesday,13.3
Route 9 (CBD-Karen),sunny,11.0,Saturday,4.7
Route 58 (CBD-Westlands),sunny,15.0,Monday,10.0
Route 111 (CBD-Rongai),sunny,19.0,Sunday,24.6
Route 9 (CBD-Karen),cloudy,16.0,Tuesday,15.1
Route 111 (CBD-Rongai),light_rain,14.0,Sunday,34.3
Route 46 (CBD-Kikuyu),cloudy,6.0,Wednesday,20.1
Route 33 (CBD-Umoja),heavy_rain,22.0,Sunday,19.8
Route 111 (CBD-Rongai),cloudy,19.0,Wednesday,29.6
Route 46 (CBD-Kikuyu),cloudy,22.0,Wednesday,12.7
Route 111 (CBD-Rongai),sunny,8.0,Tuesday,28.2
Route 111 (CBD-Rongai),cloudy,16.0,Wednesday,22.0
Route 111 (CBD-Rongai),sunny,7.0,Sunday,19.7
Route 58 (CBD-Westlands),,13.0,Thursday,13.7
Route 58 (CBD-Westlands),light_rain,8.0,Saturday,26.8
Route 33 (CBD-Umoja),cloudy,9.0,Wednesday,21.0
Route 46 (CBD-Kikuyu),light_rain,12.0,Saturday,20.4
Route 9 (CBD-Karen),cloudy,19.0,Friday,23.2
Route 111 (CBD-Rongai),sunny,20.0,Friday,16.0
Route 9 (CBD-Karen),light_rain,16.0,Saturday,9.9
Route 33 (CBD-Umoja),cloudy,19.0,Saturday,10.8
Route 9 (CBD-Karen),cloudy,19.0,Saturday,25.1
Route 9 (CBD-Karen),sunny,10.0,Tuesday,10.1
Route 58 (CBD-Westlands),heavy_rain,17.0,Monday,37.9
Route 33 (CBD-Umoja),light_rain,6.0,Wednesday,9.1
Route 33 (CBD-Umoja),sunny,10.0,Friday,19.7
Route 33 (CBD-Umoja),light_rain,5.0,Tuesday,8.5
Route 46 (CBD-Kikuyu),cloudy,6.0,Thursday,15.1
Route 46 (CBD-Kikuyu),light_rain,10.0,Sunday,20.1
Route 58 (CBD-Westlands),heavy_rain,18.0,Thursday,41.2
Route 58 (CBD-Westlands),light_rain,13.0,Tuesday,23.0
Route 111 (CBD-Rongai),cloudy,9.0,Saturday,34.8
Route 46 (CBD-Kikuyu),cloudy,7.0,Sunday,
Route 111 (CBD-Rongai),sunny,20.0,Thursday,13.8
Route 9 (CBD-Karen),heavy_rain,17.0,Sunday,29.0
Route 33 (CBD-Umoja),light_rain,16.0,Thursday,14.0
Route 33 (CBD-Umoja),cloudy,7.0,Friday,27.9
Route 9 (CBD-Karen),sunny,20.0,Friday,4.4
Route 58 (CBD-Westlands),sunny,9.0,Friday,26.8
Route 33 (CBD-Umoja),light_rain,21.0,Wednesday,13.5
Route 111 (CBD-Rongai),light_rain,5.0,Friday,
Route 46 (CBD-Kikuyu),sunny,20.0,Tuesday,13.6
Route 33 (CBD-Umoja),cloudy,8.0,Friday,16.2
Route 58 (CBD-Westlands),cloudy,15.0,Friday,17.4
Route 33 (CBD-Umoja),light_rain,21.0,Saturday,11.4
Route 111 (CBD-Rongai),sunny,11.0,Tuesday,21.9
Route 46 (CBD-Kikuyu),,18.0,Sunday,19.9
Route 111 (CBD-Rongai),light_rain,5.0,Tuesday,26.4
Route 58 (CBD-Westlands),sunny,6.0,Thursday,5.8
Route 9 (CBD-Karen),heavy_rain,15.0,Wednesday,27.3
Route 46 (CBD-Kikuyu),light_rain,8.0,Wednesday,34.1
Route 111 (CBD-Rongai),cloudy,12.0,Thursday,17.7
Route 111 (CBD-Rongai),cloudy,21.0,Thursday,19.4
Route 9 (CBD-Karen),cloudy,6.0,Wednesday,10.1
Route 9 (CBD-Karen),light_rain,6.0,Saturday,6.1
Route 33 (CBD-Umoja),heavy_rain,17.0,Wednesday,25.9
Route 58 (CBD-Westlands),light_rain,8.0,Thursday,24.7
Route 111 (CBD-Rongai),heavy_rain,13.0,Monday,41.6
Route 111 (CBD-Rongai),light_rain,22.0,Wednesday,25.8
Route 33 (CBD-Umoja),sunny,17.0,Saturday,7.5
Route 111 (CBD-Rongai),light_rain,7.0,Friday,46.9
Route 46 (CBD-Kikuyu),light_rain,11.0,Thursday,27.4
Route 46 (CBD-Kikuyu),cloudy,8.0,Thursday,23.7
Route 46 (CBD-Kikuyu),cloudy,13.0,Tuesday,
Route 111 (CBD-Rongai),sunny,14.0,Monday,19.7
Route 33 (CBD-Umoja),heavy_rain,16.0,Thursday,24.0
Route 46 (CBD-Kikuyu),cloudy,6.0,Sunday,9.5
Route 58 (CBD-Westlands),heavy_rain,11.0,Wednesday,33.2
Route 111 (CBD-Rongai),cloudy,,Tuesday,29.4
Route 9 (CBD-Karen),heavy_rain,21.0,Sunday,14.7
Route 58 (CBD-Westlands),cloudy,14.0,Tuesday,
Route 46 (CBD-Kikuyu),sunny,15.0,Thursday,19.2
Route 33 (CBD-Umoja),cloudy,5.0,Tuesday,20.0
Route 58 (CBD-Westlands),heavy_rain,15.0,Saturday,20.0
Route 46 (CBD-Kikuyu),light_rain,19.0,Sunday,31.2
Route 111 (CBD-Rongai),,18.0,Monday,26.4
Route 9 (CBD-Karen),cloudy,12.0,Sunday,11.1
Route 46 (CBD-Kikuyu),sunny,20.0,Wednesday,8.1
Route 111 (CBD-Rongai),sunny,17.0,Tuesday,22.9
Route 33 (CBD-Umoja),light_rain,20.0,Saturday,
Route 9 (CBD-Karen),light_rain,16.0,Sunday,12.3
Route 9 (CBD-Karen),heavy_rain,14.0,Monday,21.4
Route 58 (CBD-Westlands),sunny,13.0,Monday,14.6
Route 58 (CBD-Westlands),heavy_rain,11.0,Saturday,28.9
Route 58 (CBD-Westlands),cloudy,11.0,Saturday,12.8
Route 46 (CBD-Kikuyu),cloudy,,Wednesday,33.3
Route 33 (CBD-Umoja),cloudy,9.0,Saturday,17.3
Route 46 (CBD-Kikuyu),light_rain,16.0,Thursday,17.5
Route 9 (CBD-Karen),sunny,19.0,Saturday,21.5
Route 111 (CBD-Rongai),cloudy,7.0,Monday,29.2
Route 111 (CBD-Rongai),heavy_rain,20.0,Sunday,42.8
Route 111 (CBD-Rongai),light_rain,20.0,Saturday,31.1
Route 111 (CBD-Rongai),sunny,22.0,Wednesday,19.8
Route 9 (CBD-Karen),cloudy,18.0,Wednesday,16.0
Route 111 (CBD-Rongai),light_rain,6.0,Wednesday,25.1
Route 58 (CBD-Westlands),heavy_rain,9.0,Thursday,44.1
Route 33 (CBD-Umoja),heavy_rain,7.0,Saturday,24.5
Route 46 (CBD-Kikuyu),cloudy,22.0,Thursday,17.1
Route 9 (CBD-Karen),sunny,6.0,Thursday,13.0
Route 111 (CBD-Rongai),cloudy,6.0,Tuesday,24.4
Route 33 (CBD-Umoja),cloudy,7.0,Friday,20.7
Route 58 (CBD-Westlands),cloudy,5.0,Monday,13.6
Route 9 (CBD-Karen),sunny,17.0,Wednesday,18.7
Route 111 (CBD-Rongai),light_rain,16.0,Tuesday,32.2
Route 33 (CBD-Umoja),light_rain,7.0,Wednesday,25.0
Route 9 (CBD-Karen),heavy_rain,21.0,Tuesday,23.0
Route 46 (CBD-Kikuyu),cloudy,21.0,Thursday,21.1
Route 9 (CBD-Karen),heavy_rain,18.0,Friday,33.5
Route 58 (CBD-Westlands),light_rain,22.0,Thursday,15.8
Route 58 (CBD-Westlands),light_rain,17.0,Monday,26.2
Route 33 (CBD-Umoja),heavy_rain,9.0,Wednesday,25.3
Route 111 (CBD-Rongai),heavy_rain,10.0,Friday,42.1
Route 46 (CBD-Kikuyu),light_rain,9.0,Thursday,37.3
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Thursday,30.4
Route 33 (CBD-Umoja),sunny,5.0,Tuesday,8.8
Route 33 (CBD-Umoja),sunny,15.0,Sunday,1.4
Route 33 (CBD-Umoja),cloudy,22.0,Saturday,4.6
Route 9 (CBD-Karen),sunny,6.0,Saturday,0.0
Route 58 (CBD-Westlands),light_rain,13.0,Thursday,18.3
Route 9 (CBD-Karen),heavy_rain,18.0,Tuesday,33.2
Route 9 (CBD-Karen),sunny,21.0,Tuesday,12.2
Route 9 (CBD-Karen),cloudy,,Monday,12.9
Route 111 (CBD-Rongai),light_rain,15.0,Sunday,20.0
Route 9 (CBD-Karen),cloudy,6.0,Tuesday,16.3
Route 9 (CBD-Karen),sunny,20.0,Wednesday,10.8
Route 58 (CBD-Westlands),cloudy,10.0,Friday,15.2
Route 46 (CBD-Kikuyu),heavy_rain,,Tuesday,33.6
Route 58 (CBD-Westlands),,5.0,Friday,9.9
Route 58 (CBD-Westlands),cloudy,15.0,Saturday,11.3
Route 111 (CBD-Rongai),heavy_rain,12.0,Thursday,45.1
Route 33 (CBD-Umoja),heavy_rain,9.0,Thursday,22.2
Route 9 (CBD-Karen),sunny,14.0,Thursday,7.8
Route 111 (CBD-Rongai),sunny,15.0,Saturday,13.0
Route 58 (CBD-Westlands),light_rain,10.0,Thursday,20.2
Route 9 (CBD-Karen),sunny,8.0,Tuesday,24.8
Route 58 (CBD-Westlands),sunny,18.0,Tuesday,18.9
Route 46 (CBD-Kikuyu),light_rain,21.0,Tuesday,20.4
Route 58 (CBD-Westlands),sunny,9.0,Friday,19.9
Route 33 (CBD-Umoja),sunny,9.0,Thursday,14.8
Route 9 (CBD-Karen),light_rain,19.0,Saturday,20.6
Route 33 (CBD-Umoja),sunny,18.0,Saturday,17.1
Route 111 (CBD-Rongai),,7.0,Monday,34.6
Route 111 (CBD-Rongai),light_rain,11.0,Thursday,30.5
Route 46 (CBD-Kikuyu),heavy_rain,7.0,Wednesday,36.8
Route 33 (CBD-Umoja),sunny,19.0,Saturday,11.8
Route 111 (CBD-Rongai),cloudy,15.0,Tuesday,20.3
Route 111 (CBD-Rongai),light_rain,20.0,Monday,35.5
Route 9 (CBD-Karen),,6.0,Monday,10.9
Route 111 (CBD-Rongai),cloudy,9.0,Wednesday,22.8
Route 111 (CBD-Rongai),heavy_rain,15.0,Wednesday,35.2
Route 58 (CBD-Westlands),,19.0,Saturday,25.3
Route 58 (CBD-Westlands),cloudy,10.0,Saturday,12.9
Route 111 (CBD-Rongai),light_rain,7.0,Wednesday,40.3
Route 33 (CBD-Umoja),heavy_rain,15.0,Thursday,19.9
Route 46 (CBD-Kikuyu),light_rain,8.0,Sunday,33.0
Route 111 (CBD-Rongai),light_rain,16.0,Friday,
Route 58 (CBD-Westlands),cloudy,19.0,Saturday,24.0
Route 9 (CBD-Karen),,9.0,Monday,19.5
Route 58 (CBD-Westlands),light_rain,7.0,Saturday,21.6
Route 9 (CBD-Karen),cloudy,19.0,Saturday,10.8
Route 9 (CBD-Karen),sunny,14.0,Tuesday,8.9
Route 46 (CBD-Kikuyu),heavy_rain,6.0,Friday,33.4
Route 46 (CBD-Kikuyu),cloudy,8.0,Monday,27.3
Route 58 (CBD-Westlands),light_rain,11.0,Friday,19.4
Route 33 (CBD-Umoja),light_rain,,Tuesday,19.1
Route 46 (CBD-Kikuyu),light_rain,11.0,Friday,21.6
Route 58 (CBD-Westlands),light_rain,20.0,Thursday,13.2
Route 111 (CBD-Rongai),cloudy,14.0,Wednesday,27.1
Route 9 (CBD-Karen),cloudy,18.0,Saturday,16.8
Route 9 (CBD-Karen),cloudy,21.0,Thursday,10.0
Route 33 (CBD-Umoja),light_rain,15.0,Friday,19.2
Route 46 (CBD-Kikuyu),heavy_rain,10.0,Thursday,28.6
Route 58 (CBD-Westlands),light_rain,19.0,Saturday,20.7
Route 9 (CBD-Karen),heavy_rain,22.0,Sunday,15.6
Route 33 (CBD-Umoja),light_rain,19.0,Tuesday,22.5
Route 9 (CBD-Karen),heavy_rain,18.0,Thursday,35.7
Route 9 (CBD-Karen),,7.0,Friday,37.0
Route 58 (CBD-Westlands),heavy_rain,21.0,Saturday,35.1
Route 58 (CBD-Westlands),light_rain,13.0,Friday,
Route 58 (CBD-Westlands),light_rain,7.0,Friday,31.6
Route 33 (CBD-Umoja),,14.0,Wednesday,7.4
Route 58 (CBD-Westlands),sunny,22.0,Tuesday,9.7
Route 58 (CBD-Westlands),light_rain,20.0,Thursday,16.7
Route 58 (CBD-Westlands),heavy_rain,20.0,Friday,25.2
Route 46 (CBD-Kikuyu),sunny,7.0,Sunday,26.7
Route 33 (CBD-Umoja),sunny,17.0,Tuesday,21.4
Route 33 (CBD-Umoja),cloudy,12.0,Friday,9.7
Route 58 (CBD-Westlands),cloudy,17.0,Saturday,25.8
Route 33 (CBD-Umoja),cloudy,7.0,Tuesday,13.5
Route 46 (CBD-Kikuyu),,20.0,Tuesday,28.3
Route 46 (CBD-Kikuyu),sunny,12.0,Monday,5.3
Route 111 (CBD-Rongai),,5.0,Saturday,11.2
Route 33 (CBD-Umoja),heavy_rain,17.0,Sunday,25.8
Route 58 (CBD-Westlands),light_rain,14.0,Friday,19.6
Route 46 (CBD-Kikuyu),heavy_rain,8.0,Wednesday,44.2
Route 9 (CBD-Karen),heavy_rain,8.0,Monday,28.4
Route 46 (CBD-Kikuyu),heavy_rain,5.0,Tuesday,36.8
Route 33 (CBD-Umoja),light_rain,6.0,Monday,13.8
Route 46 (CBD-Kikuyu),sunny,22.0,Saturday,12.9
Route 33 (CBD-Umoja),cloudy,11.0,Tuesday,
Route 9 (CBD-Karen),cloudy,10.0,Wednesday,13.2
Route 9 (CBD-Karen),cloudy,19.0,Thursday,17.2
Route 58 (CBD-Westlands),sunny,12.0,Monday,10.4
Route 9 (CBD-Karen),cloudy,21.0,Saturday,10.1
Route 33 (CBD-Umoja),sunny,7.0,Thursday,18.4
Route 111 (CBD-Rongai),,9.0,Friday,49.8
Route 46 (CBD-Kikuyu),heavy_rain,13.0,Sunday,29.6
Route 58 (CBD-Westlands),cloudy,6.0,Friday,8.3
Route 9 (CBD-Karen),cloudy,,Wednesday,16.6
Route 33 (CBD-Umoja),light_rain,,Monday,22.0
Route 9 (CBD-Karen),sunny,21.0,Wednesday,14.5
Route 111 (CBD-Rongai),heavy_rain,6.0,Tuesday,41.1
Route 46 (CBD-Kikuyu),,6.0,Saturday,27.5
Route 33 (CBD-Umoja),heavy_rain,17.0,Wednesday,26.1
Route 46 (CBD-Kikuyu),cloudy,,Wednesday,20.3
Route 58 (CBD-Westlands),heavy_rain,10.0,Thursday,26.0
Route 58 (CBD-Westlands),cloudy,5.0,Monday,17.0
Route 33 (CBD-Umoja),light_rain,8.0,Monday,21.3
Route 33 (CBD-Umoja),heavy_rain,11.0,Sunday,7.3
Route 46 (CBD-Kikuyu),sunny,16.0,Monday,11.7
Route 33 (CBD-Umoja),heavy_rain,13.0,Sunday,10.5
Route 111 (CBD-Rongai),sunny,17.0,Wednesday,28.1
Route 46 (CBD-Kikuyu),heavy_rain,21.0,Friday,28.8
Route 58 (CBD-Westlands),light_rain,6.0,Thursday,22.9
Route 9 (CBD-Karen),sunny,12.0,Friday,9.6
Route 33 (CBD-Umoja),sunny,13.0,Sunday,3.3
Route 111 (CBD-Rongai),heavy_rain,19.0,Thursday,55.8
Route 9 (CBD-Karen),heavy_rain,5.0,Monday,27.9
Route 111 (CBD-Rongai),heavy_rain,14.0,Wednesday,43.1
Route 111 (CBD-Rongai),sunny,9.0,Tuesday,24.9
Route 9 (CBD-Karen),cloudy,14.0,Thursday,4.9
Route 58 (CBD-Westlands),light_rain,11.0,Saturday,12.5
Route 46 (CBD-Kikuyu),cloudy,22.0,Wednesday,14.3
Route 9 (CBD-Karen),heavy_rain,10.0,Thursday,24.4
Route 58 (CBD-Westlands),cloudy,15.0,Saturday,
Route 9 (CBD-Karen),sunny,12.0,Friday,12.8
Route 46 (CBD-Kikuyu),light_rain,17.0,Wednesday,29.9
Route 58 (CBD-Westlands),cloudy,15.0,Saturday,10.2
Route 58 (CBD-Westlands),sunny,22.0,Saturday,12.7
Route 58 (CBD-Westlands),heavy_rain,12.0,Wednesday,30.2
Route 9 (CBD-Karen),sunny,17.0,Saturday,15.8
Route 58 (CBD-Westlands),cloudy,13.0,Sunday,8.0
Route 33 (CBD-Umoja),light_rain,17.0,Saturday,16.3
Route 58 (CBD-Westlands),heavy_rain,11.0,Thursday,25.4
Route 58 (CBD-Westlands),cloudy,11.0,Wednesday,12.2
Route 9 (CBD-Karen),sunny,14.0,Tuesday,13.0
Route 33 (CBD-Umoja),sunny,19.0,Wednesday,17.1
Route 46 (CBD-Kikuyu),light_rain,20.0,Saturday,13.0
Route 46 (CBD-Kikuyu),light_rain,10.0,Sunday,25.5
Route 33 (CBD-Umoja),light_rain,7.0,Tuesday,24.1
